Vehicle Class,Vehicle Category Group,Count,State,Vehicle Category
VEHICLE FITTED WITH COMPRESSOR,MGV,0,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,TOTAL,4,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,LGV,0,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,HGV,0,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,MGV,0,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,HMV,5,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,MMV,0,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,LMV,0,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,OTH,2,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,TOTAL,7,Andhra Pradesh(80),SPECIAL CATEGORY VEHICLES
TRAILER (AGRICULTURAL),LMV,5,Andhra Pradesh(80),TRAILER
TRAILER (AGRICULTURAL),HMV,0,Andhra Pradesh(80),TRAILER
TRAILER (AGRICULTURAL),MMV,0,Andhra Pradesh(80),TRAILER
TRAILER (AGRICULTURAL),LGV,0,Andhra Pradesh(80),TRAILER
TRAILER (AGRICULTURAL),MGV,0,Andhra Pradesh(80),TRAILER
TRAILER (AGRICULTURAL),HGV,0,Andhra Pradesh(80),TRAILER
TRAILER (AGRICULTURAL),TOTAL,5,Andhra Pradesh(80),TRAILER
TRAILER (COMMERCIAL),LMV,1,Andhra Pradesh(80),TRAILER
TRAILER (COMMERCIAL),HMV,0,Andhra Pradesh(80),TRAILER
TRAILER (COMMERCIAL),MMV,0,Andhra Pradesh(80),TRAILER
TRAILER (COMMERCIAL),LGV,0,Andhra Pradesh(80),TRAILER
TRAILER (COMMERCIAL),MGV,0,Andhra Pradesh(80),TRAILER
TRAILER (COMMERCIAL),HGV,0,Andhra Pradesh(80),TRAILER
TRAILER (COMMERCIAL),TOTAL,1,Andhra Pradesh(80),TRAILER
AGRICULTURAL TRACTOR,LMV,"7,417",Andhra Pradesh(80),TRACTOR
AGRICULTURAL TRACTOR,MMV,50,Andhra Pradesh(80),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Andhra Pradesh(80),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Andhra Pradesh(80),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Andhra Pradesh(80),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Andhra Pradesh(80),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,"7,467",Andhra Pradesh(80),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Andhra Pradesh(80),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Andhra Pradesh(80),TRACTOR
TRACTOR (COMMERCIAL),LGV,"2,641",Andhra Pradesh(80),TRACTOR
TRACTOR (COMMERCIAL),MGV,0,Andhra Pradesh(80),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Andhra Pradesh(80),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Andhra Pradesh(80),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,"2,641",Andhra Pradesh(80),TRACTOR
M-CYCLE/SCOOTER,2WIC,0,Arunachal Pradesh(27),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"9,463",Arunachal Pradesh(27),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Arunachal Pradesh(27),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"9,463",Arunachal Pradesh(27),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WIC,0,Arunachal Pradesh(27),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WN,3,Arunachal Pradesh(27),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WT,0,Arunachal Pradesh(27),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,TOTAL,3,Arunachal Pradesh(27),TWO WHEELER
MOPED,2WIC,0,Arunachal Pradesh(27),TWO WHEELER
MOPED,2WN,4,Arunachal Pradesh(27),TWO WHEELER
MOPED,2WT,0,Arunachal Pradesh(27),TWO WHEELER
MOPED,TOTAL,4,Arunachal Pradesh(27),TWO WHEELER
THREE WHEELER (GOODS),3WN,0,Arunachal Pradesh(27),THREE WHEELER
THREE WHEELER (GOODS),3WT,4,Arunachal Pradesh(27),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,4,Arunachal Pradesh(27),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Arunachal Pradesh(27),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,88,Arunachal Pradesh(27),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,88,Arunachal Pradesh(27),THREE WHEELER
MOTOR CAR,4WIC,0,Arunachal Pradesh(27),FOUR WHEELER
MOTOR CAR,LMV,"7,206",Arunachal Pradesh(27),FOUR WHEELER
MOTOR CAR,MMV,0,Arunachal Pradesh(27),FOUR WHEELER
MOTOR CAR,HMV,0,Arunachal Pradesh(27),FOUR WHEELER
MOTOR CAR,TOTAL,"7,206",Arunachal Pradesh(27),FOUR WHEELER
OMNI BUS (PRIVATE USE),4WIC,0,Arunachal Pradesh(27),FOUR WHEELER
OMNI BUS (PRIVATE USE),LMV,0,Arunachal Pradesh(27),FOUR WHEELER
OMNI BUS (PRIVATE USE),MMV,1,Arunachal Pradesh(27),FOUR WHEELER
OMNI BUS (PRIVATE USE),HMV,0,Arunachal Pradesh(27),FOUR WHEELER
OMNI BUS (PRIVATE USE),TOTAL,1,Arunachal Pradesh(27),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),4WIC,0,Arunachal Pradesh(27),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),LMV,33,Arunachal Pradesh(27),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),MMV,3,Arunachal Pradesh(27),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),HMV,7,Arunachal Pradesh(27),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),TOTAL,43,Arunachal Pradesh(27),FOUR WHEELER
AMBULANCE,2WT,0,Arunachal Pradesh(27),AMBULANCE/HEARSES
AMBULANCE,LPV,12,Arunachal Pradesh(27),AMBULANCE/HEARSES
AMBULANCE,MPV,0,Arunachal Pradesh(27),AMBULANCE/HEARSES
AMBULANCE,HPV,0,Arunachal Pradesh(27),AMBULANCE/HEARSES
AMBULANCE,LGV,1,Arunachal Pradesh(27),AMBULANCE/HEARSES
AMBULANCE,MGV,0,Arunachal Pradesh(27),AMBULANCE/HEARSES
AMBULANCE,HGV,0,Arunachal Pradesh(27),AMBULANCE/HEARSES
AMBULANCE,TOTAL,13,Arunachal Pradesh(27),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,17,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,33,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,16,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MMV,2,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),TOTAL,228,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),OTH,187,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HMV,39,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MGV,27,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,OTH,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HGV,275,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LGV,6,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,TOTAL,308,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,1,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,1,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),TOTAL,9,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HGV,1,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MGV,8,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),OTH,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),OTH,6,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,6,Arunachal Pradesh(27),CONSTRUCTION EQUIPMENT VEHICLE
GOODS CARRIER,LGV,617,Arunachal Pradesh(27),GOODS VEHICLES
GOODS CARRIER,MGV,9,Arunachal Pradesh(27),GOODS VEHICLES
GOODS CARRIER,HGV,124,Arunachal Pradesh(27),GOODS VEHICLES
GOODS CARRIER,TOTAL,750,Arunachal Pradesh(27),GOODS VEHICLES
BUS,LPV,60,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
BUS,MPV,13,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
BUS,HPV,430,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
BUS,TOTAL,503,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,0,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,MPV,1,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,0,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,1,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,7,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,0,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,0,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,7,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,LPV,2,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,MPV,0,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,HPV,0,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,TOTAL,2,Arunachal Pradesh(27),PUBLIC SERVICE VEHICLE
CRANE MOUNTED VEHICLE,LMV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,1,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,1,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,LMV,1,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,MMV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,HMV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,LGV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,MGV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,HGV,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,OTH,0,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
FORK LIFT,TOTAL,1,Arunachal Pradesh(27),SPECIAL CATEGORY VEHICLES
CAMPER VAN / TRAILER (PRIVATE USE),LMV,4,Arunachal Pradesh(27),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HMV,0,Arunachal Pradesh(27),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MMV,0,Arunachal Pradesh(27),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),LGV,0,Arunachal Pradesh(27),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MGV,0,Arunachal Pradesh(27),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HGV,0,Arunachal Pradesh(27),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),TOTAL,4,Arunachal Pradesh(27),TRAILER
TRAILER (COMMERCIAL),LMV,0,Arunachal Pradesh(27),TRAILER
TRAILER (COMMERCIAL),HMV,0,Arunachal Pradesh(27),TRAILER
TRAILER (COMMERCIAL),MMV,0,Arunachal Pradesh(27),TRAILER
TRAILER (COMMERCIAL),LGV,32,Arunachal Pradesh(27),TRAILER
TRAILER (COMMERCIAL),MGV,0,Arunachal Pradesh(27),TRAILER
TRAILER (COMMERCIAL),HGV,0,Arunachal Pradesh(27),TRAILER
TRAILER (COMMERCIAL),TOTAL,32,Arunachal Pradesh(27),TRAILER
AGRICULTURAL TRACTOR,LMV,5,Arunachal Pradesh(27),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,5,Arunachal Pradesh(27),TRACTOR
AGRICULTURAL TRACTOR,MMV,0,Arunachal Pradesh(27),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Arunachal Pradesh(27),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Arunachal Pradesh(27),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Arunachal Pradesh(27),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Arunachal Pradesh(27),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,315,Arunachal Pradesh(27),TRACTOR
TRACTOR (COMMERCIAL),MGV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR (COMMERCIAL),LGV,315,Arunachal Pradesh(27),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR-TROLLEY(COMMERCIAL),MGV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR-TROLLEY(COMMERCIAL),MMV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR-TROLLEY(COMMERCIAL),HGV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR-TROLLEY(COMMERCIAL),LMV,0,Arunachal Pradesh(27),TRACTOR
TRACTOR-TROLLEY(COMMERCIAL),OTH,0,Arunachal Pradesh(27),TRACTOR
TRACTOR-TROLLEY(COMMERCIAL),LGV,59,Arunachal Pradesh(27),TRACTOR
TRACTOR-TROLLEY(COMMERCIAL),TOTAL,59,Arunachal Pradesh(27),TRACTOR
M-CYCLE/SCOOTER,2WIC,0,Assam(36),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"2,38,382",Assam(36),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Assam(36),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"2,38,382",Assam(36),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WIC,0,Assam(36),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WN,35,Assam(36),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WT,0,Assam(36),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,TOTAL,35,Assam(36),TWO WHEELER
MOPED,2WIC,0,Assam(36),TWO WHEELER
MOPED,2WN,"1,993",Assam(36),TWO WHEELER
MOPED,2WT,0,Assam(36),TWO WHEELER
MOPED,TOTAL,"1,993",Assam(36),TWO WHEELER
E-RICKSHAW WITH CART (G),3WN,0,Assam(36),THREE WHEELER
E-RICKSHAW WITH CART (G),3WT,"1,539",Assam(36),THREE WHEELER
E-RICKSHAW WITH CART (G),TOTAL,"1,539",Assam(36),THREE WHEELER
E-RICKSHAW(P),3WN,0,Assam(36),THREE WHEELER
E-RICKSHAW(P),3WT,"22,432",Assam(36),THREE WHEELER
E-RICKSHAW(P),TOTAL,"22,432",Assam(36),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Assam(36),THREE WHEELER
THREE WHEELER (GOODS),3WT,973,Assam(36),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,973,Assam(36),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Assam(36),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,"10,622",Assam(36),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,"10,622",Assam(36),THREE WHEELER
MOTOR CAR,4WIC,0,Assam(36),FOUR WHEELER
MOTOR CAR,LMV,"39,879",Assam(36),FOUR WHEELER
MOTOR CAR,MMV,0,Assam(36),FOUR WHEELER
MOTOR CAR,HMV,0,Assam(36),FOUR WHEELER
MOTOR CAR,TOTAL,"39,879",Assam(36),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),4WIC,0,Assam(36),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),LMV,218,Assam(36),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),MMV,0,Assam(36),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),HMV,0,Assam(36),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),TOTAL,218,Assam(36),FOUR WHEELER
AMBULANCE,2WT,0,Assam(36),AMBULANCE/HEARSES
AMBULANCE,LPV,556,Assam(36),AMBULANCE/HEARSES
AMBULANCE,MPV,0,Assam(36),AMBULANCE/HEARSES
AMBULANCE,HPV,0,Assam(36),AMBULANCE/HEARSES
AMBULANCE,LGV,7,Assam(36),AMBULANCE/HEARSES
AMBULANCE,MGV,0,Assam(36),AMBULANCE/HEARSES
AMBULANCE,HGV,0,Assam(36),AMBULANCE/HEARSES
AMBULANCE,TOTAL,563,Assam(36),AMBULANCE/HEARSES
HEARSES,2WT,0,Assam(36),AMBULANCE/HEARSES
HEARSES,LPV,0,Assam(36),AMBULANCE/HEARSES
HEARSES,MPV,0,Assam(36),AMBULANCE/HEARSES
HEARSES,HPV,0,Assam(36),AMBULANCE/HEARSES
HEARSES,LGV,1,Assam(36),AMBULANCE/HEARSES
HEARSES,MGV,0,Assam(36),AMBULANCE/HEARSES
HEARSES,HGV,0,Assam(36),AMBULANCE/HEARSES
HEARSES,TOTAL,1,Assam(36),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,5,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,375,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,5,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,434,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,49,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),OTH,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LMV,1,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),TOTAL,2,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HMV,1,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HGV,673,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,TOTAL,889,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MGV,64,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LGV,152,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,OTH,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,2,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,2,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),OTH,86,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,86,Assam(36),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,0,Assam(36),GOODS VEHICLES
